Record Length,2500,Points,2.0068001E-3,10.4000006,,Record Length,2500,Points,2.0068001E-3,-65.599998474,
Sample Interval,9.999999939E-9,s,2.0068102E-3,10.4000006,,Sample Interval,9.999999939E-9,s,2.0068102E-3,-65.599998474,
Trigger Point,-200.68002543E3,Samples,2.0068202E-3,10.4000006,,Trigger Point,-200.68002543E3,Samples,2.0068202E-3,-65.599998474,
,,,2.0068302E-3,10.8000002,,,,,2.0068302E-3,-65.599998474,
,,,2.0068402E-3,10.4000006,,,,,2.0068402E-3,-65.599998474,
,,,2.0068502E-3,10.8000002,,,,,2.0068502E-3,-65.599998474,
Source,CH1,,2.0068602E-3,10.0000000,,Source,CH2,,2.0068602E-3,-64.800003052,
Vertical Units,Volts,,2.0068702E-3,10.8000002,,Vertical Units,Volts,,2.0068702E-3,-64.800003052,
Vertical Scale,10.0000001,,2.0068802E-3,11.1999998,,Vertical Scale,20.0000003,,2.0068802E-3,-64.800003052,
Vertical Offset,0,,2.0068903E-3,10.4000006,,Vertical Offset,0,,2.0068903E-3,-65.599998474,
Horizontal Units,s,,2.0069000E-3,10.8000002,,Horizontal Units,s,,2.0069000E-3,-64.800003052,
Horizontal Scale,2.5000000E-6,,2.0069100E-3,10.8000002,,Horizontal Scale,2.5000000E-6,,2.0069100E-3,-64.800003052,
Pt Fmt,Y,,2.0069201E-3,11.1999998,,Pt Fmt,Y,,2.0069201E-3,-64.000000000,
Yzero,-1.0400000,,2.0069301E-3,10.4000006,,Yzero,-960.000000000E-3,,2.0069301E-3,-65.599998474,
Probe Atten,10.0000000,,2.0069401E-3,10.8000002,,Probe Atten,10.0000000,,2.0069401E-3,-65.599998474,
,,,2.0069501E-3,10.8000002,,,,,2.0069501E-3,-64.000000000,
Note,TDS 2012C - 10:47:24   29/05/2022,,2.0069601E-3,10.8000002,,Note,TDS 2012C - 10:47:24   29/05/2022,,2.0069601E-3,-64.000000000,
,,,2.0069701E-3,10.8000002,,,,,2.0069701E-3,-64.000000000,
,,,2.0069801E-3,10.8000002,,,,,2.0069801E-3,-64.000000000,
,,,2.0069901E-3,10.8000002,,,,,2.0069901E-3,-64.000000000,
,,,2.0070001E-3,10.8000002,,,,,2.0070001E-3,-64.000000000,
